DATE,VALUES,RETURNS
20200311,1.06108151,-0.001144898
20200312,1.052301203,-0.008274866
20200313,1.043283161,-0.00856983
20200316,1.026886297,-0.0157166
20200317,1.043753705,0.01642578
20200318,1.07439024,0.029352264
20200319,1.111922283,0.034933343
20200320,1.135077099,0.020824132
20200323,1.125947217,-0.008043402
20200324,1.123409804,-0.002253581
20200325,1.092343344,-0.02765372
20200326,1.06953812,-0.02087734
20200327,1.087756586,0.017033957
20200330,1.091571939,0.003507543
20200331,1.104106197,0.011482759
20200401,1.092465576,-0.010543027
20200402,1.102841696,0.009497892
20200403,1.109260459,0.005820203
20200407,1.111622819,0.002129671
20200408,1.136395581,0.022285223
20200409,1.151386059,0.013191249
20200410,1.147154859,-0.003674874
20200413,1.139445865,-0.0067201
20200414,1.126976775,-0.010943117
20200415,1.119599706,-0.006545893
20200416,1.131559528,0.010682231
20200417,1.146196781,0.012935469
20200420,1.17643007,0.026377049
20200421,1.2128205,0.030932931
20200422,1.227880689,0.012417492
20200423,1.256841139,0.023585721
20200424,1.295187103,0.030509794
20200427,1.314616048,0.015000879
20200428,1.330019518,0.011717087
20200429,1.327955827,-0.001551625
20200430,1.332551068,0.003460387
20200506,1.036774205,0.036774205
20200507,1.052990709,0.015641307
20200508,1.064218107,0.01066239
20200511,1.109621509,0.042663625
20200512,1.130632082,0.018934901
20200513,1.154173875,0.020821798
20200514,1.179065048,0.021566225
20200515,1.199987685,0.017745108
20200518,1.203721879,0.003111861
20200519,1.216061324,0.010251076
20200520,1.226393355,0.008496308
20200521,1.247560601,0.017259752
20200522,1.260515958,0.010384551
20200525,1.2480856,-0.009861325
20200526,1.213683152,-0.027564173
20200527,1.219140335,0.004496381
20200528,1.209750465,-0.007702041
20200529,1.206123587,-0.002998038
20200601,1.196824732,-0.007709703
20200602,1.185667403,-0.009322442
20200603,1.185843829,0.000148799
20200604,1.191150079,0.004474662
20200605,1.181926439,-0.007743475
20200608,1.170516033,-0.009654074
20200609,1.161957822,-0.007311486
20200610,1.154992926,-0.005994104
20200611,1.173994126,0.016451357
20200612,1.17724344,0.002767742
20200615,1.185709788,0.007191671
20200616,1.182761332,-0.002486658
20200617,1.169266493,-0.011409605
20200618,1.171082931,0.001553485
20200619,1.165246613,-0.004983692
20200622,1.161586843,-0.003140769
20200623,1.161610648,2.05E-05
20200624,1.117255669,-0.038184033
20200629,1.120122047,0.002565552
20200630,1.100372621,-0.017631495
