DATE,VALUES,RETURNS
20200311,0.929192237,-0.004407767
20200312,0.898359132,-0.033182697
20200313,0.878419778,-0.022195304
20200316,0.867311189,-0.012646106
20200317,0.863171799,-0.004772669
20200318,0.869071777,0.00683523
20200319,0.867748727,-0.001522371
20200320,0.889022913,0.024516528
20200323,0.916071197,0.030424733
20200324,0.908388486,-0.008386588
20200325,0.877772877,-0.033703211
20200326,0.878532819,0.000865762
20200327,0.873375427,-0.00587046
20200330,0.883084018,0.011116171
20200331,0.911956881,0.032695488
20200401,0.921378922,0.010331673
20200402,0.9138659,-0.008154106
20200403,0.917760258,0.004261412
20200407,0.921237958,0.003789333
20200408,0.924120114,0.003128568
20200409,0.946703372,0.024437578
20200410,0.95133275,0.004889998
20200413,0.962061613,0.011277719
20200414,0.962222579,0.000167313
20200415,0.961261268,-0.000999053
20200416,0.96351223,0.002341676
20200417,0.984632862,0.021920461
20200420,1.002650177,0.018298511
20200421,1.022072793,0.019371279
20200422,1.039619976,0.017168233
20200423,1.07180647,0.030959865
20200424,1.072535252,0.000679956
20200427,1.062044508,-0.009781258
20200428,1.060302065,-0.00164065
20200429,1.043870614,-0.015496952
20200430,1.027235837,-0.01593567
20200506,1.023264518,0.023264518
20200507,1.034075635,0.010565319
20200508,1.043730988,0.009337183
20200511,1.06466458,0.020056501
20200512,1.057652127,-0.006586537
20200513,1.064747218,0.00670834
20200514,1.055406406,-0.008772798
20200515,1.067806149,0.011748786
20200518,1.070428186,0.002455536
20200519,1.059484888,-0.01022329
20200520,1.035191207,-0.02292971
20200521,1.042641855,0.007197364
20200522,1.038057908,-0.004396473
20200525,1.046053035,0.007702005
20200526,1.046259026,0.000196921
20200527,1.061155148,0.014237509
20200528,1.078973431,0.016791402
20200529,1.057009171,-0.020356628
20200601,1.04594079,-0.010471414
20200602,1.032666035,-0.012691689
20200603,1.030310803,-0.002280729
20200604,1.019129986,-0.010851887
20200605,1.008556678,-0.010374837
20200608,0.99646585,-0.011988249
20200609,0.988644218,-0.007849373
20200610,0.976075449,-0.012713137
20200611,0.969198479,-0.007045531
20200612,0.960056566,-0.009432446
20200615,0.958744743,-0.001366403
20200616,0.948727614,-0.01044817
20200617,0.949557913,0.000875171
20200618,0.954345638,0.005042056
20200619,0.939972792,-0.01506042
20200622,0.94803274,0.008574662
20200623,0.916274309,-0.033499298
20200624,0.890803356,-0.027798393
20200629,0.842446979,-0.054284009
20200630,0.817603617,-0.029489526
