DATE,VALUES,RETURNS
20200311,1.059979106,-0.005240515
20200312,1.046639899,-0.012584405
20200313,1.030713632,-0.015216568
20200316,1.018576177,-0.011775778
20200317,0.99894356,-0.019274569
20200318,1.009597122,0.010664829
20200319,1.024468897,0.014730405
20200320,1.027708105,0.003161842
20200323,1.04555797,0.017368613
20200324,1.040703131,-0.0046433
20200325,1.013609258,-0.026034199
20200326,1.001016389,-0.012423791
20200327,1.011496472,0.010469443
20200330,1.042611775,0.030761652
20200331,1.075304795,0.031356849
20200401,1.079760474,0.004143643
20200402,1.104862787,0.023248038
20200403,1.136050005,0.028227232
20200407,1.143699973,0.00673383
20200408,1.163212395,0.017060787
20200409,1.172643049,0.008107422
20200410,1.173809643,0.000994842
20200413,1.195236808,0.018254378
20200414,1.201830237,0.005516421
20200415,1.199740245,-0.001739008
20200416,1.180942302,-0.015668344
20200417,1.148210642,-0.027716561
20200420,1.146706454,-0.001310027
20200421,1.168685904,0.01916746
20200422,1.195089776,0.022592787
20200423,1.210131923,0.012586625
20200424,1.212089133,0.001617352
20200427,1.163692253,-0.039928482
20200428,1.127760563,-0.030877313
20200429,1.084068569,-0.038742261
20200430,1.061096516,-0.021190591
20200506,1.014830258,0.014830258
20200507,1.024067972,0.009102717
20200508,1.030083461,0.005874112
20200511,1.031958394,0.001820176
20200512,1.044195858,0.011858486
20200513,1.048994881,0.004595903
20200514,1.052438673,0.003282945
20200515,1.064599636,0.011555032
20200518,1.078112885,0.012693268
20200519,1.08151106,0.003151966
20200520,1.098241374,0.015469387
20200521,1.097774974,-0.000424678
20200522,1.096135391,-0.001493551
20200525,1.088485109,-0.006979322
20200526,1.054974088,-0.030786845
20200527,1.030789606,-0.022924242
20200528,1.010564032,-0.019621438
20200529,1.015516941,0.004901133
20200601,0.988339676,-0.026762
20200602,0.98997187,0.001651451
20200603,0.999644615,0.009770727
20200604,1.025087942,0.025452373
20200605,1.024362583,-0.000707607
20200608,1.025233359,0.000850066
20200609,1.017679027,-0.007368402
20200610,1.01021631,-0.007333076
20200611,0.995644819,-0.014424129
20200612,0.999410487,0.00378214
20200615,1.017560499,0.018160718
20200616,1.034897258,0.017037571
20200617,1.058208617,0.022525288
20200618,1.077155679,0.017904846
20200619,1.045816189,-0.029094671
20200622,1.009995879,-0.034251057
20200623,0.98924725,-0.02054328
20200624,0.969236814,-0.020227942
20200629,1.002328843,0.034142357
20200630,0.993852507,-0.008456642
